NCT Number,Title,Status,Study Results,Interventions,Gender,Age,URL
NCT03693014,A Study of Several Radiation Doses for Patients With Progression on Immunotherapy/Checkpoint Inhibitors,Recruiting,No Results Available,"Radiation: Stereotactic Body Radiotherapy|Biological: Ipilimumab, Nivolumab, Pembrolizumab or Atezolizumab",All,"18 Years and older   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT03693014
NCT01882946,Safety and Efficacy Study of DCVax-Direct in Solid Tumors,Unknown status,No Results Available,Biological: DCVax-Direct,All,"18 Years to 75 Years   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT01882946
NCT01390818,Trial of MEK Inhibitor and PI3K/mTOR Inhibitor in Subjects With Locally Advanced or Metastatic Solid Tumors,Completed,Has Results,Drug: MSC1936369B (pimasertib)|Drug: SAR245409 (PI3K and mTOR inhibitor),All,"18 Years to 82 Years   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT01390818
NCT00824889,Exploratory Study of Natural Killer Cells in Human Skin,Completed,No Results Available,Other: Biopsy and sample of blood,All,"18 Years and older   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT00824889
NCT03073473,Evaluation of the NantHealth GPS Cancer Test in Patients With Advanced Cancers,Terminated,No Results Available,Diagnostic Test: NantHealth GPS Cancer Test,All,"18 Years and older   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT03073473
NCT03554434,An Expanded Access Program for AM0010 (Pegilodecakin),Temporarily not available,No Results Available,Biological: AM0010,All,"18 Years and older   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT03554434
NCT03435640,A Study of NKTR-262 in Combination With NKTR-214 and With NKTR-214 Plus Nivolumab in Patients With Locally Advanced or Metastatic Solid Tumor Malignancies,Recruiting,No Results Available,Drug: NKTR-262|Drug: NKTR-214|Drug: nivolumab,All,"18 Years and older   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT03435640
NCT03329950,A Study of CDX-1140 as Monotherapy or in Combination in Patients With Advanced Malignancies,Recruiting,No Results Available,Drug: CDX-1140|Drug: CDX-301,All,"18 Years and older   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT03329950
NCT03289962,A Study of RO7198457 (Personalized Cancer Vaccine [PCV]) as a Single Agent and in Combination With Atezolizumab in Participants With Locally Advanced or Metastatic Tumors,Recruiting,No Results Available,Drug: RO7198457|Drug: Atezolizumab,All,"18 Years and older   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT03289962
NCT03058289,A Phase 1/2 Safety Study of Intratumorally Dosed INT230-6,Recruiting,No Results Available,Drug: INT230-6|Biological: anti-PD-1|Biological: anti-PD-1 antibody,All,"18 Years and older   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT03058289
NCT01508013,An Appearance-Based Intervention to Reduce Teen Skin Cancer Risk,Completed,Has Results,Behavioral: Appearance-Focused Website Intervention|Behavioral: Control Website,Female,"12 Years to 18 Years   (Child, Adult)",https://ClinicalTrials.gov/show/NCT01508013
NCT02009449,A Phase 1 Study of AM0010 in Patients With Advanced Solid Tumors,"Active, not recruiting",No Results Available,Drug: AM0010|Drug: Paclitaxel or Docetaxel and Carboplatin or Cisplatin|Drug: FOLFOX (Oxaliplatin/Leucovorin/5-Fluorouracil)|Drug: gemcitabine/nab-paclitaxel|Drug: Capecitabine|Drug: Pazopanib|Drug: Pembrolizumab|Drug: Paclitaxel|Drug: nivolumab|Drug: Gemcitabine/carboplatin,All,"18 Years and older   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT02009449
NCT02005614,A Pilot/Phase II Study of Gamma Knife Radiosurgery for Brain Metastases Using 3Tesla MRI and Rational Dose Selection,Suspended,No Results Available,Procedure: Gamma Knife Radiosurgery,All,"18 Years and older   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT02005614
NCT03756792,Assessing Patient Anxiety During Mohs Micrographic Surgery,Not yet recruiting,No Results Available,Behavioral: Normal Education Material|Behavioral: Vignette,All,"18 Years to 80 Years   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT03756792
NCT02586987,"A Study to Assess the Safety, Tolerability and Anti-tumour Activity of Ascending Doses of Selumetinib in Combination With MEDI4736 and Selumetinib in Combination With MEDI4736 and Tremelimumab in Patients With Advanced Solid Tumours","Active, not recruiting",No Results Available,Drug: Selumetinib|Drug: MEDI4736|Drug: Tremelimumab,All,"18 Years to 99 Years   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT02586987
NCT01223248,Randomized Study Comparing Two Dosing Schedules for Hypofractionated Image-Guided Radiation Therapy,"Active, not recruiting",No Results Available,Radiation: IGIMRT using a single dose of 24 Gy|Radiation: IGIMRT 27 Gy in 3 fractions,All,"18 Years and older   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT01223248
NCT00623831,A Phase 1 Study of Mixed Bacteria Vaccine (MBV) in Patients With Tumors Expressing NY-ESO-1 Antigen,Completed,Has Results,Biological: Mixed bacterial vaccine,All,"18 Years and older   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT00623831
NCT02890368,Trial of Intratumoral Injections of TTI-621 in Subjects With Relapsed and Refractory Solid Tumors and Mycosis Fungoides,Recruiting,No Results Available,Drug: TTI-621 Monotherapy|Drug: TTI-621 + PD-1/PD-L1 Inhibitor|Drug: TTI-621 + pegylated interferon-α2a|Other: TTI-621 + T-Vec|Other: TTI-621 + radiation,All,"18 Years and older   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT02890368
NCT02869217,Study of TBI-1301 (NY-ESO-1 Specific TCR Gene Transduced Autologous T Lymphocytes) in Patients With Solid Tumors,Recruiting,No Results Available,Drug: Cyclophosphamide|Biological: TBI-1301,All,"18 Years and older   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT02869217
NCT02646748,Pembrolizumab Combined With Itacitinib (INCB039110) and/or Pembrolizumab Combined With INCB050465 in Advanced Solid Tumors,Recruiting,No Results Available,Drug: Pembrolizumab|Drug: itacitinib|Drug: INCB050465,All,"18 Years and older   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT02646748
NCT02628535,Safety Study of MGD009 in B7-H3-expressing Tumors,"Active, not recruiting",No Results Available,Biological: MGD009,All,"18 Years and older   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT02628535
NCT03552718,QUILT-2.025 NANT Neoepitope Yeast Vaccine (YE-NEO-001): Adjuvant Immunotherapy Using a Personalized Neoepitope Yeast-Based Vaccine To Induce T-Cell Responses In Subjects W/ Previously Treated Cancers.,Recruiting,No Results Available,Biological: YE-NEO-001,All,"18 Years and older   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT03552718
NCT03629756,A Study to Evaluate the Safety and Tolerability of Immunotherapy Combinations in Participants With Advanced Malignancies,Recruiting,No Results Available,Drug: AB928|Drug: AB122,All,"18 Years and older   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT03629756
NCT02498665,A Study of DSP-7888 Dosing Emulsion in Adult Patients With Advanced Malignancies,"Active, not recruiting",No Results Available,Drug: DSP-7888 Dosing Emulsion,All,"18 Years and older   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT02498665
NCT00423254,Safety and Immune Response to a Multi-component Immune Based Therapy (MKC1106-PP) for Patients With Advanced Cancer.,Completed,No Results Available,Biological: PSMA/PRAME,All,"18 Years and older   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT00423254
NCT03321903,EPR Tumor Oximetry With CE India Ink,Recruiting,No Results Available,Device: Carlo Erba Ink Injection|Other: EPR Oximetry Measurement,All,"18 Years and older   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT03321903
NCT03787056,Predictive Value of Progastrin Titer at Diagnosis and of Progastrin Kinetics During Treatment in Cancer Patients,Recruiting,No Results Available,Other: Blood draws,All,"18 Years and older   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT03787056
NCT03707574,Genetic Analysis of Blood and Tissue Samples From Participants With Advanced Cancer,Not yet recruiting,No Results Available,Procedure: Biospecimen Collection,All,"18 Years and older   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT03707574
NCT03628677,A Study to Evaluate the Safety and Tolerability of AB154 in Participants With Advanced Malignancies,Recruiting,No Results Available,Drug: AB154|Drug: AB122,All,"18 Years and older   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT03628677
NCT01829971,"A Multicenter Phase I Study of MRX34, MicroRNA miR-RX34 Liposomal Injection",Terminated,No Results Available,Drug: MRX34,All,"18 Years and older   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT01829971
NCT03638206,Autologous CAR-T/TCR-T Cell Immunotherapy for Malignancies,Recruiting,No Results Available,Biological: CAR-T cell immunotherapy,All,"4 Years to 70 Years   (Child, Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT03638206
NCT03621982,Study of ADCT-301 in Patients With Selected Advanced Solid Tumors,Recruiting,No Results Available,Drug: ADCT-301,All,"18 Years and older   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT03621982
NCT03212404,Phase 1 Study of CK-301 as a Single Agent in Subjects With Advanced Cancers,Recruiting,No Results Available,Drug: CK-301,All,"18 Years and older   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT03212404
NCT02457650,T Cell Receptor-transduced T Cells Targeting NY-ESO-1 for Treatment of Patients With NY-ESO-1- Expressing Malignancies,Recruiting,No Results Available,Drug: Cyclophosphamide|Drug: Fludarabine|Biological: Anti-NY ESO-1 TCR-transduced T cells,All,"1 Year and older   (Child, Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT02457650
NCT03422679,Study of CB-103 in Adult Patients With Advanced or Metastatic Solid Tumours and Haematological Malignancies,Recruiting,No Results Available,Drug: CB-103,All,"18 Years and older   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT03422679
NCT02988817,HuMax-AXL-ADC Safety Study in Patients With Solid Tumors,Recruiting,No Results Available,Biological: HuMax-AXL-ADC,All,"18 Years and older   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT02988817
NCT02310503,Spanish Registry of Mohs Surgery,Recruiting,No Results Available,Procedure: Mohs surgery,Female,"18 Years and older   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT02310503
NCT03207867,A Phase 2 Study of NIR178 in Combination With PDR001 in Patients With Solid Tumors and Non-Hodgkin Lymphoma,Recruiting,No Results Available,Drug: NIR178|Drug: PDR001,All,"18 Years and older   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT03207867
NCT03195699,"Oral STAT3 Inhibitor, TTI-101, in Patients With Advanced Cancers",Recruiting,No Results Available,Drug: TTI-101,All,"18 Years to 65 Years   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT03195699
NCT02966509,Engagement of Patients With Advanced Cancer,Completed,Has Results,Behavioral: EPAC,All,"18 Years and older   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT02966509
NCT02900248,"CureOne Registry: Advanced Malignancy or Myelodysplasia, Tested by Standard Sequencing and Treated by Physician Choice","Active, not recruiting",No Results Available,Other: Provider determined,All,"18 Years and older   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT02900248
NCT02327078,"A Study of the Safety, Tolerability, and Efficacy of Epacadostat Administered in Combination With Nivolumab in Select Advanced Cancers (ECHO-204)","Active, not recruiting",No Results Available,Drug: Nivolumab (Phase 1)|Drug: Epacadostat (Phase 1)|Drug: Chemotherapy (Phase 1)|Drug: Nivolumab (Phase 2)|Drug: Epacadostat (Phase 2),All,"18 Years and older   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT02327078
NCT02576665,"A Study of Toca 511, a Retroviral Replicating Vector, Combined With Toca FC in Patients With Solid Tumors or Lymphoma (Toca 6)","Active, not recruiting",No Results Available,Biological: Toca 511|Drug: Toca FC,All,"18 Years to 75 Years   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT02576665
NCT02543645,A Study of Varlilumab and Atezolizumab in Patients With Advanced Cancer,Terminated,No Results Available,Drug: Combination of Varlilumab and Atezolizumab,All,"18 Years and older   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT02543645
NCT02432963,Vaccine Therapy and Pembrolizumab in Treating Patients With Solid Tumors That Have Failed Prior Therapy,"Active, not recruiting",No Results Available,Other: Laboratory Biomarker Analysis|Biological: Modified Vaccinia Virus Ankara Vaccine Expressing p53|Biological: Pembrolizumab,All,"18 Years and older   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT02432963
NCT02376699,Safety Study of SEA-CD40 in Cancer Patients,"Active, not recruiting",No Results Available,Drug: IV SEA-CD40 monotherapy regimen|Drug: Pembrolizumab|Drug: SC SEA-CD40 monotherapy regimen,All,"18 Years and older   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT02376699
NCT02374255,Improving Goals of Care Discussion in Advanced Cancer Patients,Recruiting,No Results Available,Behavioral: GoC intervention,All,"21 Years and older   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT02374255
NCT02355535,Procaspase Activating Compound-1 (PAC-1) in the Treatment of Advanced Malignancies - Component 1,Recruiting,No Results Available,Drug: PAC-1,All,"18 Years to 85 Years   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT02355535
NCT02178722,"A Phase 1/2 Study Exploring the Safety, Tolerability, and Efficacy of Pembrolizumab (MK-3475) in Combination With Epacadostat (INCB024360) in Subjects With Selected Cancers (INCB 24360-202 / MK-3475-037 / KEYNOTE-037/ ECHO-202)","Active, not recruiting",No Results Available,Drug: MK-3475|Drug: INCB024360,All,"18 Years and older   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT02178722
NCT02129049,Telephone-Based Educational Intervention in Improving Communication Between Patients With Stage 0-III Cancer and Their Children,Completed,No Results Available,Other: educational intervention|Behavioral: telephone-based intervention|Other: questionnaire administration,All,"18 Years and older   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT02129049
NCT02045368,Study of IGF-Methotrexate Conjugate in the Treatment of Advanced Tumors Expressing IGF-1R,Completed,No Results Available,Drug: IGF-Methotrexate conjugate,All,"18 Years and older   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT02045368
NCT01896778,Body Warming in Improving Blood Flow and Oxygen Delivery to Tumors in Patients With Cancer,Completed,No Results Available,Procedure: Hyperthermia Treatment|Other: Laboratory Biomarker Analysis,All,"18 Years and older   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT01896778
NCT01639911,Phase I Study of MLN8237 and Pazopanib in Patients With Solid Tumors,Completed,No Results Available,Drug: Alisertib|Drug: Pazopanib,All,"18 Years and older   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT01639911
NCT01625351,A Study of CD45RA+ Depleted Haploidentical Stem Cell Transplantation in Children With Relapsed or Refractory Solid Tumors and Lymphomas,"Active, not recruiting",No Results Available,Drug: alemtuzumab|Drug: fludarabine|Drug: sirolimus|Drug: Busulfan|Drug: melphalan|Biological: stem cells|Device: CliniMACS,All,"2 Years to 21 Years   (Child, Adult)",https://ClinicalTrials.gov/show/NCT01625351
NCT01586767,Intensity-Modulated or Proton Radiation Therapy for Sinonasal Malignancy,Recruiting,No Results Available,Radiation: Proton radiation therapy|Radiation: Intensity-modulated radiotherapy,All,"18 Years and older   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT01586767
NCT03054584,Genetic Basis of Melanocytic Nevi,Recruiting,No Results Available,Other: Collecting Nevi,All,"18 Years and older   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT03054584
